Nome,Label
Good_dataset03_good (618).jpg,1
Good_dataset03_good (667).jpg,1
Good_dataset03_good (460).jpg,1
Good_dataset03_good (452).jpg,1
Bad_dataset3_bad (547).jpg,0
Good_dataset03_good (270).jpg,1
Good_dataset03_good (306).jpg,1
Bad_dataset3_bad (580).jpg,0
Good_dataset03_good (42).jpg,1
Bad_dataset3_bad (2).jpg,0
Bad_dataset3_bad (412).jpg,0
Good_dataset03_good (198).jpg,1
Good_dataset03_good (424).jpg,1
Bad_dataset3_bad (307).jpg,0
Bad_dataset3_bad (270).jpg,0
Good_dataset03_good (665).jpg,1
Bad_dataset3_bad (193).jpg,0
Bad_dataset3_bad (538).jpg,0
Bad_dataset3_bad (653).jpg,0
Good_dataset03_good (360).jpg,1
Good_dataset03_good (332).jpg,1
Bad_dataset3_bad (379).jpg,0
Good_dataset03_good (654).jpg,1
Bad_dataset3_bad (567).jpg,0
Good_dataset03_good (117).jpg,1
Bad_dataset3_bad (164).jpg,0
Good_dataset03_good (517).jpg,1
Good_dataset03_good (415).jpg,1
Bad_dataset3_bad (642).jpg,0
Bad_dataset3_bad (177).jpg,0
Bad_dataset3_bad (616).jpg,0
Good_dataset03_good (466).jpg,1
Bad_dataset3_bad (444).jpg,0
Bad_dataset3_bad (302).jpg,0
Good_dataset03_good (112).jpg,1
Good_dataset03_good (85).jpg,1
Bad_dataset3_bad (31).jpg,0
Good_dataset03_good (593).jpg,1
Bad_dataset3_bad (463).jpg,0
Bad_dataset3_bad (152).jpg,0
Bad_dataset3_bad (73).jpg,0
Good_dataset03_good (473).jpg,1
Good_dataset03_good (514).jpg,1
Bad_dataset3_bad (133).jpg,0
Good_dataset03_good (15).jpg,1
Bad_dataset3_bad (75).jpg,0
Good_dataset03_good (337).jpg,1
Bad_dataset3_bad (49).jpg,0
Bad_dataset3_bad (369).jpg,0
Good_dataset03_good (301).jpg,1
Bad_dataset3_bad (346).jpg,0
Bad_dataset3_bad (490).jpg,0
Good_dataset03_good (31).jpg,1
Bad_dataset3_bad (279).jpg,0
Bad_dataset3_bad (638).jpg,0
Bad_dataset3_bad (50).jpg,0
Bad_dataset3_bad (424).jpg,0
Good_dataset03_good (133).jpg,1
Good_dataset03_good (532).jpg,1
Good_dataset03_good (589).jpg,1
Bad_dataset3_bad (504).jpg,0
Good_dataset03_good (582).jpg,1
Good_dataset03_good (250).jpg,1
Bad_dataset3_bad (131).jpg,0
Good_dataset03_good (522).jpg,1
Bad_dataset3_bad (666).jpg,0
Bad_dataset3_bad (108).jpg,0
Good_dataset03_good (64).jpg,1
Bad_dataset3_bad (364).jpg,0
Bad_dataset3_bad (467).jpg,0
Good_dataset03_good (284).jpg,1
Good_dataset03_good (612).jpg,1
Bad_dataset3_bad (585).jpg,0
Bad_dataset3_bad (264).jpg,0
Good_dataset03_good (569).jpg,1
Bad_dataset3_bad (296).jpg,0
Bad_dataset3_bad (222).jpg,0
Good_dataset03_good (290).jpg,1
Good_dataset03_good (543).jpg,1
Bad_dataset3_bad (327).jpg,0
Bad_dataset3_bad (435).jpg,0
Bad_dataset3_bad (91).jpg,0
Good_dataset03_good (394).jpg,1
Bad_dataset3_bad (69).jpg,0
Good_dataset03_good (253).jpg,1
Bad_dataset3_bad (36).jpg,0
Bad_dataset3_bad (470).jpg,0
Good_dataset03_good (403).jpg,1
Good_dataset03_good (230).jpg,1
Bad_dataset3_bad (196).jpg,0
Good_dataset03_good (355).jpg,1
Bad_dataset3_bad (558).jpg,0
Good_dataset03_good (312).jpg,1
Good_dataset03_good (561).jpg,1
Bad_dataset3_bad (516).jpg,0
Good_dataset03_good (65).jpg,1
Bad_dataset3_bad (372).jpg,0
Bad_dataset3_bad (352).jpg,0
Good_dataset03_good (406).jpg,1
Bad_dataset3_bad (12).jpg,0
Good_dataset03_good (530).jpg,1
Good_dataset03_good (632).jpg,1
Good_dataset03_good (488).jpg,1
Bad_dataset3_bad (480).jpg,0
Bad_dataset3_bad (212).jpg,0
Good_dataset03_good (655).jpg,1
Good_dataset03_good (572).jpg,1
Bad_dataset3_bad (229).jpg,0
Good_dataset03_good (108).jpg,1
Good_dataset03_good (482).jpg,1
Bad_dataset3_bad (290).jpg,0
Good_dataset03_good (409).jpg,1
Bad_dataset3_bad (199).jpg,0
Good_dataset03_good (35).jpg,1
Good_dataset03_good (330).jpg,1
Bad_dataset3_bad (627).jpg,0
Good_dataset03_good (267).jpg,1
Good_dataset03_good (114).jpg,1
Bad_dataset3_bad (126).jpg,0
Good_dataset03_good (120).jpg,1
Good_dataset03_good (321).jpg,1
Bad_dataset3_bad (92).jpg,0
Good_dataset03_good (476).jpg,1
Good_dataset03_good (356).jpg,1
Bad_dataset3_bad (48).jpg,0
Bad_dataset3_bad (320).jpg,0
Good_dataset03_good (547).jpg,1
Bad_dataset3_bad (620).jpg,0
Good_dataset03_good (515).jpg,1
Bad_dataset3_bad (40).jpg,0
Good_dataset03_good (661).jpg,1
Bad_dataset3_bad (469).jpg,0
Bad_dataset3_bad (416).jpg,0
Bad_dataset3_bad (629).jpg,0
Bad_dataset3_bad (360).jpg,0
Good_dataset03_good (134).jpg,1
Good_dataset03_good (546).jpg,1
Good_dataset03_good (382).jpg,1
Good_dataset03_good (76).jpg,1
Good_dataset03_good (459).jpg,1
Good_dataset03_good (20).jpg,1
Good_dataset03_good (472).jpg,1
Good_dataset03_good (236).jpg,1
Bad_dataset3_bad (33).jpg,0
Bad_dataset3_bad (101).jpg,0
Bad_dataset3_bad (550).jpg,0
Good_dataset03_good (269).jpg,1
Bad_dataset3_bad (592).jpg,0
Bad_dataset3_bad (148).jpg,0
Good_dataset03_good (421).jpg,1
Good_dataset03_good (405).jpg,1
Good_dataset03_good (318).jpg,1
Bad_dataset3_bad (209).jpg,0
Good_dataset03_good (215).jpg,1
Bad_dataset3_bad (215).jpg,0
Good_dataset03_good (136).jpg,1
Bad_dataset3_bad (534).jpg,0
Bad_dataset3_bad (610).jpg,0
Bad_dataset3_bad (649).jpg,0
Good_dataset03_good (8).jpg,1
Bad_dataset3_bad (190).jpg,0
Bad_dataset3_bad (98).jpg,0
Good_dataset03_good (634).jpg,1
Good_dataset03_good (240).jpg,1
Good_dataset03_good (391).jpg,1
Bad_dataset3_bad (37).jpg,0
Bad_dataset3_bad (351).jpg,0
Bad_dataset3_bad (405).jpg,0
Good_dataset03_good (338).jpg,1
Good_dataset03_good (390).jpg,1
Bad_dataset3_bad (637).jpg,0
Bad_dataset3_bad (539).jpg,0
Good_dataset03_good (363).jpg,1
Bad_dataset3_bad (90).jpg,0
Good_dataset03_good (361).jpg,1
Bad_dataset3_bad (187).jpg,0
Bad_dataset3_bad (305).jpg,0
Bad_dataset3_bad (517).jpg,0
Good_dataset03_good (447).jpg,1
Bad_dataset3_bad (80).jpg,0
Good_dataset03_good (118).jpg,1
Bad_dataset3_bad (378).jpg,0
Bad_dataset3_bad (182).jpg,0
Bad_dataset3_bad (206).jpg,0
Bad_dataset3_bad (423).jpg,0
Good_dataset03_good (592).jpg,1
Good_dataset03_good (416).jpg,1
Bad_dataset3_bad (52).jpg,0
Good_dataset03_good (286).jpg,1
Good_dataset03_good (442).jpg,1
Bad_dataset3_bad (57).jpg,0
Good_dataset03_good (221).jpg,1
Bad_dataset3_bad (219).jpg,0
Bad_dataset3_bad (260).jpg,0
Bad_dataset3_bad (658).jpg,0
Good_dataset03_good (209).jpg,1
Good_dataset03_good (489).jpg,1
Bad_dataset3_bad (565).jpg,0
Good_dataset03_good (17).jpg,1
Good_dataset03_good (13).jpg,1
Good_dataset03_good (29).jpg,1
Good_dataset03_good (268).jpg,1
Bad_dataset3_bad (105).jpg,0
Good_dataset03_good (365).jpg,1
Bad_dataset3_bad (606).jpg,0
Bad_dataset3_bad (450).jpg,0
Good_dataset03_good (506).jpg,1
Good_dataset03_good (359).jpg,1
Bad_dataset3_bad (186).jpg,0
Bad_dataset3_bad (599).jpg,0
Good_dataset03_good (343).jpg,1
Bad_dataset3_bad (15).jpg,0
Bad_dataset3_bad (7).jpg,0
Good_dataset03_good (334).jpg,1
Bad_dataset3_bad (93).jpg,0
Good_dataset03_good (4).jpg,1
Good_dataset03_good (63).jpg,1
Bad_dataset3_bad (211).jpg,0
Good_dataset03_good (5).jpg,1
Good_dataset03_good (246).jpg,1
Bad_dataset3_bad (78).jpg,0
Bad_dataset3_bad (398).jpg,0
Good_dataset03_good (66).jpg,1
Good_dataset03_good (71).jpg,1
Bad_dataset3_bad (674).jpg,0
Bad_dataset3_bad (464).jpg,0
Good_dataset03_good (573).jpg,1
Bad_dataset3_bad (239).jpg,0
Bad_dataset3_bad (340).jpg,0
Bad_dataset3_bad (441).jpg,0
Bad_dataset3_bad (584).jpg,0
Bad_dataset3_bad (60).jpg,0
Good_dataset03_good (231).jpg,1
Good_dataset03_good (214).jpg,1
Bad_dataset3_bad (14).jpg,0
Good_dataset03_good (340).jpg,1
Bad_dataset3_bad (668).jpg,0
Good_dataset03_good (516).jpg,1
Bad_dataset3_bad (334).jpg,0
Good_dataset03_good (474).jpg,1
Good_dataset03_good (156).jpg,1
Good_dataset03_good (627).jpg,1
Bad_dataset3_bad (202).jpg,0
Bad_dataset3_bad (536).jpg,0
Good_dataset03_good (26).jpg,1
Bad_dataset3_bad (299).jpg,0
Good_dataset03_good (640).jpg,1
Bad_dataset3_bad (74).jpg,0
Bad_dataset3_bad (522).jpg,0
Good_dataset03_good (431).jpg,1
Good_dataset03_good (645).jpg,1
Good_dataset03_good (512).jpg,1
Bad_dataset3_bad (86).jpg,0
Bad_dataset3_bad (473).jpg,0
Good_dataset03_good (139).jpg,1
Good_dataset03_good (420).jpg,1
Bad_dataset3_bad (390).jpg,0
Good_dataset03_good (541).jpg,1
Good_dataset03_good (150).jpg,1
Good_dataset03_good (630).jpg,1
Bad_dataset3_bad (600).jpg,0
Good_dataset03_good (151).jpg,1
Bad_dataset3_bad (200).jpg,0
Bad_dataset3_bad (20).jpg,0
Bad_dataset3_bad (401).jpg,0
Bad_dataset3_bad (581).jpg,0
Bad_dataset3_bad (531).jpg,0
Good_dataset03_good (623).jpg,1
Good_dataset03_good (196).jpg,1
Good_dataset03_good (584).jpg,1
Bad_dataset3_bad (309).jpg,0
Bad_dataset3_bad (410).jpg,0
Bad_dataset3_bad (1).jpg,0
Bad_dataset3_bad (425).jpg,0
Bad_dataset3_bad (82).jpg,0
Bad_dataset3_bad (459).jpg,0
Good_dataset03_good (59).jpg,1
Bad_dataset3_bad (51).jpg,0
Good_dataset03_good (349).jpg,1
Good_dataset03_good (579).jpg,1
Bad_dataset3_bad (461).jpg,0
Good_dataset03_good (410).jpg,1
Good_dataset03_good (554).jpg,1
Bad_dataset3_bad (192).jpg,0
Good_dataset03_good (580).jpg,1
Bad_dataset3_bad (386).jpg,0
Bad_dataset3_bad (385).jpg,0
Good_dataset03_good (617).jpg,1
Good_dataset03_good (545).jpg,1
Good_dataset03_good (75).jpg,1
Bad_dataset3_bad (250).jpg,0
Bad_dataset3_bad (426).jpg,0
Bad_dataset3_bad (578).jpg,0
Good_dataset03_good (432).jpg,1
Good_dataset03_good (469).jpg,1
Bad_dataset3_bad (485).jpg,0
Bad_dataset3_bad (143).jpg,0
Bad_dataset3_bad (430).jpg,0
Bad_dataset3_bad (68).jpg,0
Bad_dataset3_bad (47).jpg,0
Bad_dataset3_bad (226).jpg,0
Bad_dataset3_bad (184).jpg,0
Good_dataset03_good (43).jpg,1
Good_dataset03_good (577).jpg,1
Bad_dataset3_bad (442).jpg,0
Bad_dataset3_bad (275).jpg,0
Good_dataset03_good (606).jpg,1
Good_dataset03_good (212).jpg,1
Good_dataset03_good (375).jpg,1
Good_dataset03_good (48).jpg,1
Good_dataset03_good (158).jpg,1
Good_dataset03_good (91).jpg,1
Good_dataset03_good (508).jpg,1
Good_dataset03_good (358).jpg,1
Good_dataset03_good (216).jpg,1
Bad_dataset3_bad (70).jpg,0
Good_dataset03_good (646).jpg,1
Bad_dataset3_bad (520).jpg,0
Bad_dataset3_bad (120).jpg,0
Bad_dataset3_bad (297).jpg,0
Bad_dataset3_bad (428).jpg,0
Good_dataset03_good (162).jpg,1
Bad_dataset3_bad (116).jpg,0
Bad_dataset3_bad (432).jpg,0
Good_dataset03_good (239).jpg,1
Good_dataset03_good (328).jpg,1
Good_dataset03_good (55).jpg,1
Good_dataset03_good (597).jpg,1
Bad_dataset3_bad (427).jpg,0
Good_dataset03_good (566).jpg,1
Bad_dataset3_bad (322).jpg,0
Good_dataset03_good (135).jpg,1
Good_dataset03_good (298).jpg,1
Good_dataset03_good (24).jpg,1
Bad_dataset3_bad (204).jpg,0
Bad_dataset3_bad (58).jpg,0
Good_dataset03_good (100).jpg,1
Good_dataset03_good (495).jpg,1
Good_dataset03_good (436).jpg,1
Good_dataset03_good (320).jpg,1
Bad_dataset3_bad (23).jpg,0
Bad_dataset3_bad (38).jpg,0
Good_dataset03_good (217).jpg,1
Bad_dataset3_bad (380).jpg,0
Bad_dataset3_bad (266).jpg,0
Bad_dataset3_bad (147).jpg,0
Bad_dataset3_bad (486).jpg,0
Bad_dataset3_bad (552).jpg,0
Bad_dataset3_bad (362).jpg,0
Bad_dataset3_bad (198).jpg,0
Good_dataset03_good (88).jpg,1
Bad_dataset3_bad (633).jpg,0
Bad_dataset3_bad (221).jpg,0
Bad_dataset3_bad (575).jpg,0
Good_dataset03_good (604).jpg,1
Bad_dataset3_bad (319).jpg,0
Bad_dataset3_bad (366).jpg,0
Good_dataset03_good (478).jpg,1
Good_dataset03_good (98).jpg,1
Bad_dataset3_bad (218).jpg,0
Good_dataset03_good (95).jpg,1
Good_dataset03_good (145).jpg,1
Good_dataset03_good (154).jpg,1
Good_dataset03_good (78).jpg,1
Good_dataset03_good (477).jpg,1
Good_dataset03_good (104).jpg,1
Good_dataset03_good (550).jpg,1
Bad_dataset3_bad (396).jpg,0
Bad_dataset3_bad (112).jpg,0
Bad_dataset3_bad (617).jpg,0
Bad_dataset3_bad (466).jpg,0
Bad_dataset3_bad (589).jpg,0
Good_dataset03_good (72).jpg,1
Good_dataset03_good (97).jpg,1
Bad_dataset3_bad (411).jpg,0
Bad_dataset3_bad (246).jpg,0
Good_dataset03_good (615).jpg,1
Bad_dataset3_bad (363).jpg,0
Good_dataset03_good (625).jpg,1
Bad_dataset3_bad (150).jpg,0
Bad_dataset3_bad (374).jpg,0
Good_dataset03_good (498).jpg,1
Bad_dataset3_bad (394).jpg,0
Bad_dataset3_bad (654).jpg,0
Good_dataset03_good (259).jpg,1
Good_dataset03_good (21).jpg,1
Good_dataset03_good (224).jpg,1
Bad_dataset3_bad (240).jpg,0
Bad_dataset3_bad (197).jpg,0
Bad_dataset3_bad (494).jpg,0
Good_dataset03_good (10).jpg,1
Good_dataset03_good (434).jpg,1
Bad_dataset3_bad (555).jpg,0
Bad_dataset3_bad (203).jpg,0
Good_dataset03_good (653).jpg,1
Bad_dataset3_bad (495).jpg,0
Good_dataset03_good (53).jpg,1
Good_dataset03_good (480).jpg,1
Good_dataset03_good (168).jpg,1
Bad_dataset3_bad (301).jpg,0
Bad_dataset3_bad (331).jpg,0
Good_dataset03_good (484).jpg,1
Good_dataset03_good (542).jpg,1
Good_dataset03_good (319).jpg,1
Bad_dataset3_bad (503).jpg,0
Good_dataset03_good (84).jpg,1
Good_dataset03_good (165).jpg,1
Bad_dataset3_bad (207).jpg,0
Good_dataset03_good (309).jpg,1
Bad_dataset3_bad (447).jpg,0
Bad_dataset3_bad (399).jpg,0
Good_dataset03_good (299).jpg,1
Good_dataset03_good (282).jpg,1
Good_dataset03_good (325).jpg,1
Bad_dataset3_bad (100).jpg,0
Good_dataset03_good (419).jpg,1
Good_dataset03_good (115).jpg,1
Bad_dataset3_bad (174).jpg,0
Bad_dataset3_bad (433).jpg,0
Good_dataset03_good (127).jpg,1
Good_dataset03_good (509).jpg,1
Bad_dataset3_bad (298).jpg,0
Bad_dataset3_bad (510).jpg,0
Bad_dataset3_bad (308).jpg,0
Good_dataset03_good (439).jpg,1
Bad_dataset3_bad (389).jpg,0
Bad_dataset3_bad (61).jpg,0
Bad_dataset3_bad (312).jpg,0
Bad_dataset3_bad (367).jpg,0
Good_dataset03_good (12).jpg,1
Good_dataset03_good (423).jpg,1
Bad_dataset3_bad (657).jpg,0
Bad_dataset3_bad (549).jpg,0
Good_dataset03_good (457).jpg,1
Good_dataset03_good (254).jpg,1
Bad_dataset3_bad (144).jpg,0
Good_dataset03_good (86).jpg,1
